cells,patient_id,cell_type,treatment_group,Cohort,no.of.genes,no.of.reads
cy129_CD45negCD90neg_S1,Mel129pa,Mal,treatment.naive,New,7435,644748
cy128_CD45neg_S281,Mel128,Mal,treatment.naive,New,1774,921411
cy129_CD45negCD90neg_S8,Mel129pa,Mal,treatment.naive,New,2180,861988
cy129_CD45negCD90neg_S78,Mel129pa,Mal,treatment.naive,New,2297,1185753
cy128_CD45neg_S261,Mel128,Mal,treatment.naive,New,2911,1437526
cy128_CD45neg_S193,Mel128,Mal,treatment.naive,New,4804,3172951
cy129_CD45negCD90neg_S56,Mel129pa,Mal,treatment.naive,New,2703,1191769
cy129_CD45negCD90neg_S54,Mel129pa,Mal,treatment.naive,New,8258,1722311
cy129_CD45negCD90neg_S86,Mel129pa,Mal,treatment.naive,New,7229,1253182
cy128_CD45neg_S233,Mel128,Mal,treatment.naive,New,2211,1606993
cy129_CD45negCD90neg_S27,Mel129pa,Mal,treatment.naive,New,3448,1235737
cy128_CD45neg_S277,Mel128,Mal,treatment.naive,New,5422,3016197
cy129_CD45negCD90neg_S4,Mel129pa,Mal,treatment.naive,New,2998,1401927
cy129_CD45negCD90neg_S44,Mel129pa,Mal,treatment.naive,New,2466,2049428
cy128_CD45neg_S265,Mel128,Mal,treatment.naive,New,1884,1299271
cy129_CD45negCD90neg_S68,Mel129pa,Mal,treatment.naive,New,3967,1134741
cy129_CD45negCD90neg_S75,Mel129pa,Mal,treatment.naive,New,2771,1092649
cy129_CD45negCD90neg_S18,Mel129pa,Mal,treatment.naive,New,1734,728134
cy128_CD45neg_S200,Mel128,Mal,treatment.naive,New,2244,687882
cy129_CD45negCD90neg_S28,Mel129pa,Mal,treatment.naive,New,2939,1132703
cy128_CD45neg_S229,Mel128,Mal,treatment.naive,New,2290,1363025
cy128_CD45neg_S212,Mel128,Mal,treatment.naive,New,1885,877185
cy129_CD45negCD90neg_S41,Mel129pa,Mal,treatment.naive,New,7096,1745688
cy129_CD45negCD90neg_S53,Mel129pa,Mal,treatment.naive,New,3130,1498098
cy129_CD45negCD90neg_S14,Mel129pa,Mal,treatment.naive,New,3036,987311
cy129_CD45negCD90neg_S23,Mel129pa,Mal,treatment.naive,New,7525,1690916
cy128_CD45neg_S248,Mel128,Mal,treatment.naive,New,3285,1154223
cy129_CD45negCD90neg_S9,Mel129pa,Mal,treatment.naive,New,3073,1477949
cy129_CD45negCD90neg_S71,Mel129pa,Mal,treatment.naive,New,6913,1450022
cy129_CD45negCD90neg_S76,Mel129pa,Mal,treatment.naive,New,3119,1230205
cy128_CD45neg_S253,Mel128,Mal,treatment.naive,New,2770,2835218
cy128_CD45neg_S287,Mel128,Mal,treatment.naive,New,2518,1124808
cy129_CD45negCD90neg_S39,Mel129pa,Mal,treatment.naive,New,2940,992245
cy129_CD45negCD90neg_S15,Mel129pa,Mal,treatment.naive,New,3702,1366040
cy129_CD45negCD90neg_S47,Mel129pa,Mal,treatment.naive,New,2672,1562486
cy128_CD45neg_S236,Mel128,Mal,treatment.naive,New,3953,1877235
cy129_CD45negCD90neg_S73,Mel129pa,Mal,treatment.naive,New,8768,426226
cy128_CD45neg_S220,Mel128,Mal,treatment.naive,New,2314,1484570
cy129_CD45negCD90neg_S19,Mel129pa,Mal,treatment.naive,New,2282,913536
cy129_CD45negCD90neg_S92,Mel129pa,Mal,treatment.naive,New,2872,1487327
cy129_CD45negCD90neg_S77,Mel129pa,Mal,treatment.naive,New,2409,1121344
cy129_CD45negCD90neg_S90,Mel129pa,Mal,treatment.naive,New,7505,1630153
cy128_CD45neg_S270,Mel128,Mal,treatment.naive,New,2830,2015602
